学校,学科,等级/结果,推测等级或第四轮等级,时间,来源,渠道,标题,链接,备注,网页存档
浙江工业大学,化学工程与技术,A,第四轮A-,1月7日,浙江工业大学化学工程学院,微信公众号,携手并进！浙工大化工学院诚邀全球青年学者申报国家优秀青年科学基金（海外）项目,https://mp.weixin.qq.com/s/50Kg8cT-2OSD7PPCbQ5kjg,,https://archive.is/t2wNN
浙江师范大学,外国语言文学,B,,1月21日,浙江师范大学外国语学院,网站,浙师外院癸卯兔年新春贺词｜昂首阔步入新岁 勠力同心谱新篇,http://flc.zjnu.edu.cn/2023/0127/c10909a411728/page.htm,,https://web.archive.org/web/20230209085729/http://flc.zjnu.edu.cn/2023/0127/c10909a411728/page.htm
郑州大学,电气工程,进一档,C+,1月20日,郑州大学电气与信息工程学院,网站,郑州大学电气与信息工程学院2023年新春贺词,http://www5.zzu.edu.cn/eie/info/1045/3785.htm,,https://archive.is/KCwhD
郑州大学,电子科学与技术,进一档,C,1月20日,郑州大学电气与信息工程学院,网站,郑州大学电气与信息工程学院2023年新春贺词,http://www5.zzu.edu.cn/eie/info/1045/3785.htm,,https://archive.is/KCwhD
郑州大学,控制科学与工程,B-,,1月20日,郑州大学电气与信息工程学院,网站,郑州大学电气与信息工程学院2023年新春贺词,http://www5.zzu.edu.cn/eie/info/1045/3785.htm,,https://archive.is/KCwhD
郑州大学,信息与通信工程,B-,,1月20日,郑州大学电气与信息工程学院,网站,郑州大学电气与信息工程学院2023年新春贺词,http://www5.zzu.edu.cn/eie/info/1045/3785.htm,,https://archive.is/KCwhD
郑州轻工业大学,,历史性突破,,12月30日,郑州轻工业大学,网站,郑州轻工业大学2023年新年贺词,http://www.zzuli.edu.cn/_t9/2022/1229/c280a280733/page.htm,,https://web.archive.org/web/20230209092447/http://www.zzuli.edu.cn/_t9/2022/1229/c280a280733/page.htm
中北大学,仪器科学与技术,A类,第四轮B+,,中北大学,网站,,,已被删除,
中北大学,仪器科学与技术,取得历史性突破，迈入国内高水平学科行列,,1月22日,中北大学,网站,新年，定胜旧年！||中北大学2022要闻盘点,https://www.nuc.edu.cn/info/1013/26198.htm,,https://web.archive.org/web/20230206134837/https://www.nuc.edu.cn/info/1013/26198.htm
中北大学,,优异成绩，为我校首次,,1月11日,中北大学,微信公众号,追光前行 | 2022中北大学40个首次,https://mp.weixin.qq.com/s/lTGsfitjbRZi6eRrViDfMw,,https://archive.is/KC0Us
中国地质大学（北京）,石油与天然气工程,较上一轮排名有所提升,第四轮B-，第三,1月13日,中国地质大学（北京）能源学院,网站,石油工程系年度工作总结暨学科评估通报会,https://ser.cugb.edu.cn/c/2023-01-13/770381.shtml,,https://web.archive.org/web/20230206120012/https://ser.cugb.edu.cn/c/2023-01-13/770381.shtml
中国地质大学（武汉）,地质学,A+,,1月9日,中国地质大学武汉,微信公众号,新鲜出炉！中国地质大学（武汉）2022年度十大新闻盘点,https://mp.weixin.qq.com/s/0doNnlkPntJKaFYHMPhefg,,https://archive.is/LIfJn
中国地质大学（武汉）,地质资源与地质工程,A+,,1月9日,中国地质大学武汉,微信公众号,新鲜出炉！中国地质大学（武汉）2022年度十大新闻盘点,https://mp.weixin.qq.com/s/0doNnlkPntJKaFYHMPhefg,,https://archive.is/LIfJn
中国地质大学（武汉）,地质资源与地质工程,A+,,1月20日,中国地质大学（武汉）资源学院,网站,资源学院2022年度工作十大进展,https://zyxy.cug.edu.cn/info/1278/9310.htm,,https://web.archive.org/web/20230209082859/https://zyxy.cug.edu.cn/info/1278/9310.htm
中国地质大学（武汉）,石油与天然气工程,B,,1月20日,中国地质大学（武汉）资源学院,网站,资源学院2022年度工作十大进展,https://zyxy.cug.edu.cn/info/1278/9310.htm,,https://web.archive.org/web/20230209082859/https://zyxy.cug.edu.cn/info/1278/9310.htm
中国地质大学（武汉）,,新增1个A-学科,第四轮2A+ 0A 0A-,1月9日,中国地质大学武汉,微信公众号,新鲜出炉！中国地质大学（武汉）2022年度十大新闻盘点,https://mp.weixin.qq.com/s/0doNnlkPntJKaFYHMPhefg,,https://archive.is/LIfJn
中国地质大学（武汉）,,新增2个B+学科,第四轮2B+（环境科学与工程、公共管理）、8B,1月9日,中国地质大学武汉,微信公众号,新鲜出炉！中国地质大学（武汉）2022年度十大新闻盘点,https://mp.weixin.qq.com/s/0doNnlkPntJKaFYHMPhefg,,https://archive.is/LIfJn
中国地质大学（武汉）,,17个学科有进步,,1月9日,中国地质大学武汉,微信公众号,新鲜出炉！中国地质大学（武汉）2022年度十大新闻盘点,https://mp.weixin.qq.com/s/0doNnlkPntJKaFYHMPhefg,,https://archive.is/LIfJn
中国科学技术大学,化学,继续位居前列,A+,1月22日,中国科大化学与材料科学学院,微信公众号,凝心聚力，勇毅前行——中国科大化学与材料科学学院2022年工作亮点,https://mp.weixin.qq.com/s/Hh9sqpNTV8LhG0VzCsEasg,,https://archive.is/G8vPz
中国科学技术大学,材料科学与工程,显著进步,A,1月22日,中国科大化学与材料科学学院,微信公众号,凝心聚力，勇毅前行——中国科大化学与材料科学学院2022年工作亮点,https://mp.weixin.qq.com/s/Hh9sqpNTV8LhG0VzCsEasg,,https://archive.is/G8vPz
中国科学技术大学,核科学与技术,继续保持全国领先地位,A+,1月22日,中国科大核学院,微信公众号,齐心聚力，奋楫笃行【“核”你一起2022】,https://mp.weixin.qq.com/s/Zf27yK__5dKuy5Kp--3RnQ,,https://archive.is/wpaEh
中国科学技术大学,管理科学与工程,进入了A类，三个中两个A一个A-,,1月21日,中国科大管理学院校友会,微信公众号,翁清雄副院长代表管理学院校友会给大家拜年啦！,,已被删除，原文：管科、工商和统计都进入了A类，有两个A，一个A-,
中国科学技术大学,工商管理,进入了A类，三个中两个A一个A-,,1月21日,中国科大管理学院校友会,微信公众号,翁清雄副院长代表管理学院校友会给大家拜年啦！,,已被删除，原文：管科、工商和统计都进入了A类，有两个A，一个A-,
中国科学技术大学,统计学,进入了A类，三个中两个A一个A-,,1月21日,中国科大管理学院校友会,微信公众号,翁清雄副院长代表管理学院校友会给大家拜年啦！,,已被删除，原文：管科、工商和统计都进入了A类，有两个A，一个A-,
中国科学技术大学,力学,（工程科学学院）学科稳步前进，取得新突破,,2月8日,中国科大本科招生,微信公众号,砥砺深耕 挺膺担当 | 工程科学学院的2022年,https://mp.weixin.qq.com/s/2TnOs4ce6PzcjZTGTdFyuQ,,https://archive.is/wip/0BH0x
中国科学技术大学,仪器科学与技术,（工程科学学院）学科稳步前进，取得新突破,,2月8日,中国科大本科招生,微信公众号,砥砺深耕 挺膺担当 | 工程科学学院的2022年,https://mp.weixin.qq.com/s/2TnOs4ce6PzcjZTGTdFyuQ,,https://archive.is/wip/0BH0x
中国科学技术大学,动力工程及工程热物理,（工程科学学院）学科稳步前进，取得新突破,,2月8日,中国科大本科招生,微信公众号,砥砺深耕 挺膺担当 | 工程科学学院的2022年,https://mp.weixin.qq.com/s/2TnOs4ce6PzcjZTGTdFyuQ,,https://archive.is/wip/0BH0x
中国科学院大学,管理科学与工程,A,,2月5日,中国科学院大学经济与管理学院,网站,中国科学院大学经济与管理学院2023年全国优秀大学生夏令营暨推免生预选拔报名通知,https://sem.ucas.ac.cn/article/article_xq_time/eyJ0aXRsZTEiOiLph43opoHpgJrnn6UiLCJhcnRpY2xlX3d6X2lkIjo4Nzk3LCJ0eXBlX2lkIjoxLCJpbmRleCI6MX0=,微信公众号文章显示“此内容因违规无法查看”,
中国矿业大学,安全科学与工程,A+,,1月2日,CUMT矿世安全,微信公众号,开拓创新 追求卓越 | 安全工程学院2022年重点工作回顾,https://mp.weixin.qq.com/s/ZPbOdJiqGLnCJWKfn7bVHw,已改为“继续保持领先”,https://archive.is/X7O41
中国矿业大学,安全科学与工程,A+,,2月4日,中国矿业大学煤矿瓦斯与火灾防治教育部重点实验室,网站,煤矿瓦斯与火灾防治教育部重点实验室召开2022年度学术委员会年会,https://gfc.cumt.edu.cn/c3/ce/c15802a639950/page.htm,,https://web.archive.org/web/20230206062743/https://gfc.cumt.edu.cn/c3/ce/c15802a639950/page.htm
中国矿业大学,土木工程,提档升级,A-,12月31日,CUMT青春小木,微信公众号,踔厉奋发，阔步前行——2023年力学与土木工程学院与大家同行！,https://mp.weixin.qq.com/s/KAb6UTpo5csCFK6y4ePlsg,,https://archive.is/lm6oD
中国矿业大学,控制科学与工程,提档升级,B,1月20日,CUMT信控学院,微信公众号,凝心聚力、开拓创新——信控学院2022年重点工作回顾,https://mp.weixin.qq.com/s/jnwXYRAOkVQcPFLa5cY4zw,链接为1月21日删除重发，删去了“第五轮学科评估”等字样,https://archive.is/Ag5CH
中国矿业大学,信息与通信工程,提档升级,B,1月20日,CUMT信控学院,微信公众号,凝心聚力、开拓创新——信控学院2022年重点工作回顾,https://mp.weixin.qq.com/s/jnwXYRAOkVQcPFLa5cY4zw,链接为1月21日删除重发，删去了“第五轮学科评估”等字样,https://archive.is/Ag5CH
中国矿业大学,材料科学与工程,提档升级,第四轮C,1月9日,中国矿业大学材料与物理学院,网站,致全院离退休教职工的慰问信,https://smsp.cumt.edu.cn/c2/bc/c18888a639676/page.htm,材料与物理学科在第五轮学科评估实现了提档升级,https://web.archive.org/web/20230206063204/https://smsp.cumt.edu.cn/c2/bc/c18888a639676/page.htm
中国矿业大学,物理学,提档升级,第四轮C-,1月9日,中国矿业大学材料与物理学院,网站,致全院离退休教职工的慰问信,https://smsp.cumt.edu.cn/c2/bc/c18888a639676/page.htm,材料与物理学科在第五轮学科评估实现了提档升级,https://web.archive.org/web/20230206063204/https://smsp.cumt.edu.cn/c2/bc/c18888a639676/page.htm
中国矿业大学（北京）,土木工程,A-,,1月20日,力建出鞘,微信公众号,共同关注！2022年度力学与建筑工程学院主要大事记盘点！,https://mp.weixin.qq.com/s/AKpPi03nqXDBDEH2XR_0Ag,已改为“取得可喜进步”,https://archive.is/rC4sN
中国矿业大学（北京）,力学,B,,1月20日,力建出鞘,微信公众号,共同关注！2022年度力学与建筑工程学院主要大事记盘点！,https://mp.weixin.qq.com/s/AKpPi03nqXDBDEH2XR_0Ag,已改为“取得可喜进步”,https://archive.is/rC4sN
中国矿业大学（北京）,城乡规划学,B-,,1月20日,力建出鞘,微信公众号,共同关注！2022年度力学与建筑工程学院主要大事记盘点！,https://mp.weixin.qq.com/s/AKpPi03nqXDBDEH2XR_0Ag,已改为“取得可喜进步”,https://archive.is/rC4sN
中国美术学院,各学科,成绩优异、稳中有进，学科建设成绩位列全国艺术类院校首位,第四轮美术学A+、设计学A+、艺术学理论A-、戏剧与影视学B+,1月7日,中国美术学院,微信公众号,@国美人 中国美院2022年十大新闻评选，由你来定！,https://mp.weixin.qq.com/s/sjxS8D6OsfjHv5cK3yo2Bg,,https://archive.is/wip/c0Agt
中国民航大学,,再次争先进位,,12月31日,中国民航大学,微信公众号,@全球中航大人 | 2023年新年贺词：永远翱翔在高端,https://mp.weixin.qq.com/s/6e1SHJnHiZqYVi8nT8NVew,,https://archive.is/gTJhv
中国农业大学,,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。,,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,作物学,农学门类学科全部获A以上成绩,第四轮A+,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,园艺学,农学门类学科全部获A以上成绩,第四轮B+,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,农业资源与环境,农学门类学科全部获A以上成绩,第四轮A-,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,植物保护,农学门类学科全部获A以上成绩,第四轮A-,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,畜牧学,农学门类学科全部获A以上成绩,第四轮A+,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,兽医学,农学门类学科全部获A以上成绩,第四轮A+,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,草学,农学门类学科全部获A以上成绩,第四轮A+,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,农学、理学、工学、管理学四大门类,都具备A类学科,,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,农学、工学门类,拥有多个A+学科,,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,基础学科、工学、马克思主义学科、管理学、人文社会科学,均有提升,,1月3日,中国农业大学新闻网,网站,校长办公会召开第2022-43次会议,https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html,在第五轮学科评估和全国专业学位水平评估中，学校共申报了包括有博士点和硕士点在内的28个学科，取得18平9升的好成绩，18个学科与上一轮评估持平，9个学科有所提升，优秀率达39%。其中，农学门类学科全部获A以上成绩，实现了农学、理学、工学、管理学四大门类都具备A类学科，其中农学、工学门类拥有多个A+学科。基础学科、工学、马克思主义学科、管理学、人文社会科学均有提升。,https://web.archive.org/web/20230206091147/https://news.cau.edu.cn/art/2023/1/3/art_8769_895604.html
中国农业大学,农科,优势更强,,1月6日,中国农业大学新闻网,网站,第六届校学位评定委员会召开第十六次会议,http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html,,https://web.archive.org/web/20230206091305/http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html
中国农业大学,工科,更有特色,,1月6日,中国农业大学新闻网,网站,第六届校学位评定委员会召开第十六次会议,http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html,,https://web.archive.org/web/20230206091305/http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html
中国农业大学,基础学科,有提升,,1月6日,中国农业大学新闻网,网站,第六届校学位评定委员会召开第十六次会议,http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html,,https://web.archive.org/web/20230206091305/http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html
中国农业大学,人文社科,有提升,,1月6日,中国农业大学新闻网,网站,第六届校学位评定委员会召开第十六次会议,http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html,,https://web.archive.org/web/20230206091305/http://news.cau.edu.cn/art/2023/1/6/art_8769_895857.html
中国人民大学,理论经济学,A+,,5月25日,中国人民大学经济学院,网站,中国人民大学经济学院2022年 “直博生项目”和“硕博直通项目”夏令营招生办法,http://econ.ruc.edu.cn/tzgg/1af3356e7b204aa687faeb8fae4123bc.htm,网页已被修改，只提第四轮A+,https://archive.is/UonUe
中国人民大学,马克思主义理论,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,理论经济学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,应用经济学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,法学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,社会学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,中国语言文学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,新闻传播学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,统计学,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,工商管理,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,农林经济管理,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,公共管理,优优,A+,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,哲学,强优,A,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,政治学,强优,A,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,中国史,强优,A,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,信息资源管理,强优,A,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,计算机科学与技术,强优,A,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国人民大学,计算机科学与技术,取得跨越式发展，进入国内第一方阵,A,1月13日,中国人民大学信息学院,微信公众号,信息学院2022年十件大事候选,https://mp.weixin.qq.com/s/4-QhEPUlSdMJAjXDfZBm2w,“计算机科学与技术”学科受到上级主管部门高度认可，取得跨越式发展，进入国内第一方阵。同时在校内也跃升至“强优”学科。,https://archive.is/B3GzJ
中国人民大学,外国语言文学,强优,A,1月8日,中国人民大学,微信公众号,学科建设新成就巡礼（二）,https://mp.weixin.qq.com/s/P7747JgNINoUt01BI4i01g,,https://archive.is/WtHVC
中国石油大学,近半数一级博士点学科,迈上新台阶，其中A类学科占比达30%,,12月31日,中国石油大学,网站,中国石油大学2022年十大新闻揭晓,https://www.cup.edu.cn/news/sx/ab8da96e638d4c4eabb74752bcc71bfa.htm,,https://web.archive.org/web/20230206151528/https://www.cup.edu.cn/news/sx/ab8da96e638d4c4eabb74752bcc71bfa.htm
中国石油大学（北京）,地质资源与地质工程,A+,,,中国石油大学（北京）地球科学学院,网站,中国石油大学（北京）地球科学学院,https://www.cup.edu.cn/geosci/,学院首页头图显示“教育部第五轮学科评估地质资源与地质工程学科A+”，现已被删除,https://archive.is/fylcs
中国医科大学,口腔医学,排名第九位,第四轮B（8-11位）,1月6日,中国医科大学,网站,2023年中国医科大学本科留学生招生简章,https://www.cmu.edu.cn/gjjyxy/zsxx/bks.htm,在2022年教育部对全国高校口腔类学科评估中，我校口腔医学院排名第九位。,https://web.archive.org/web/20230209035532/https://sem.ucas.ac.cn/article/article_xq_time/eyJ0aXRsZTEiOiLph43opoHpgJrnn6UiLCJhcnRpY2xlX3d6X2lkIjo4Nzk3LCJ0eXBlX2lkIjoxLCJpbmRleCI6MX0=
中国音乐学院,音乐与舞蹈学,A+,,1月4日,中国音乐学院,网站,学校召开党委理论学习中心组学习扩大会,https://www.ccmusic.edu.cn/gyxw/gyyw/304d55c8026c4d849b9e0bac1c0194b8.htm,,https://web.archive.org/web/20230209074744/https://www.ccmusic.edu.cn/gyxw/gyyw/304d55c8026c4d849b9e0bac1c0194b8.htm
中国音乐学院,音乐与舞蹈学,A+,,1月6日,中国音乐学院,网站,学院党委召开2022年度领导班子和领导干部考核述职测评会,https://www.ccmusic.edu.cn/gyxw/gyyw/61f762973a02459593ea978120a28c3c.htm,,https://web.archive.org/web/20230209074627/https://www.ccmusic.edu.cn/gyxw/gyyw/61f762973a02459593ea978120a28c3c.htm
中国原子能科学研究院,核科学与技术,A级,,1月19日,中国原子能科学研究院,微信公众号,一图读懂原子能院2023年度工作报告,https://mp.weixin.qq.com/s/odDsLG4bEDGbOdB0cK29Ow,,https://archive.is/JQXXa
中国政法大学,法学,连续多年名列第一,A+,12月29日,中国政法大学新闻网,网站,“2022法大－港澳法科学生北京冬令营项目”开班典礼举行,https://news.cupl.edu.cn/info/1011/36989.htm,,https://web.archive.org/web/20230206153827/https://news.cupl.edu.cn/info/1011/36989.htm
中南大学,管理科学与工程,（商学院）结果达到预期,第四轮A-,1月10日,中南大学商学院,网站,商学院召开2022年度总结大会,https://bs.csu.edu.cn/info/1046/15796.htm,,https://web.archive.org/web/20230208062135/https://bs.csu.edu.cn/info/1046/15796.htm
中南大学,工商管理,（商学院）结果达到预期,第四轮B+,1月10日,中南大学商学院,网站,商学院召开2022年度总结大会,https://bs.csu.edu.cn/info/1046/15796.htm,,https://web.archive.org/web/20230208062135/https://bs.csu.edu.cn/info/1046/15796.htm
中南大学,应用经济学,（商学院）结果达到预期,第四轮未在榜上,1月10日,中南大学商学院,网站,商学院召开2022年度总结大会,https://bs.csu.edu.cn/info/1046/15796.htm,,https://web.archive.org/web/20230208062135/https://bs.csu.edu.cn/info/1046/15796.htm
中南大学,化学工程与技术,大幅进步,,2月2日,中南大学化学化工学院,网站,谋篇布局，扎实推进学科建设——学院召开学科建设推进会,https://ccce.csu.edu.cn/info/1002/7134.htm,,https://web.archive.org/web/20230209091019/https://ccce.csu.edu.cn/info/1002/7134.htm
中南财经政法大学,经法管主干学科,齐头并进，成绩喜人,,1月1日,中南财经政法大学,微信公众号,中南财经政法大学2023年新年致辞,https://mp.weixin.qq.com/s/tqJ7sP02oxeqUqqPU5rE5w,,https://archive.is/iGkex
中南财经政法大学,法学,跃上新台阶,A,12月31日,中南财经政法大学法学院,微信公众号,旧岁已展千重锦，新年再进百尺竿——中南财经政法大学法学院2023年新年贺词,https://mp.weixin.qq.com/s/EJx_-uEgme9_6V4CWZqZ5w,,https://archive.is/kLEfV
中南林业科技大学,,取得历史性突破,,12月31日,中南林业科技大学,微信公众号,中南林业科技大学2023年新年贺词,https://mp.weixin.qq.com/s/oEsjLZos1HDzSDusG2fmrQ,,https://archive.is/XdDRX
